,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
1003,GMC Sierra 15,4.3,6.0,Auto-6,2WD,Ethanol,pickup,5,18,24,14,4,No
1004,GMC Sierra 15,4.3,6.0,Auto-6,4WD,Ethanol,pickup,5,17,22,13,3,No
1005,GMC Sierra 15,5.3,8.0,Auto-6,2WD,Ethanol,pickup,3,16,23,14,3,No
1006,GMC Yukon 1500,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,16,23,14,3,No
1007,GMC Yukon 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,16,22,13,3,No
1008,GMC Yukon 1500 XL,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,16,23,14,3,No
1009,GMC Yukon XL 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,16,22,12,3,No
1010,JEEP Cherokee,2.4,4.0,Auto-9,2WD,Ethanol,small SUV,3,21,30,18,5,No
1011,JEEP Cherokee,2.4,4.0,Auto-9,4WD,Ethanol,small SUV,3,21,28,17,5,No
1012,KARMA Revero,2.0,4.0,Auto-1,2WD,Gasoline,small car,1,59,61,20,10,No
1013,MERCEDES-BENZ CLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Ethanol,small car,5,24,32,20,6,No
1014,MERCEDES-BENZ GLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Ethanol,small SUV,5,23,31,19,5,No
1015,MERCEDES-BENZ GLE350 4Matic,3.5,6.0,Auto-7,4WD,Ethanol,standard SUV,3,18,22,14,3,No
1016,MINI Cooper SE Countryman All4,1.5,3.0,SemiAuto-6,4WD,Gasoline,midsize car,3,63,66,27,9,Yes
1017,TOYOTA Sequoia FFV,5.7,8.0,SemiAuto-6,4WD,Ethanol,standard SUV,5,13,17,10,1,No
1018,TOYOTA Tundra FFV,5.7,8.0,SemiAuto-6,4WD,Ethanol,pickup,5,13,17,10,2,No
1019,VOLVO S90,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,7,70,72,29,10,Elite
1020,VOLVO XC 60,2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,7,60,58,26,10,Elite
1021,VOLVO XC 90,2.0,4.0,SemiAuto-8,4WD,Gasoline,standard SUV,7,63,61,27,10,Elite
1022,BMW 330e,2.0,4.0,SemiAuto-8,2WD,Electricity,small car,3,66,78,30,10,Yes
1023,BMW 530e,2.0,4.0,SemiAuto-8,2WD,Electricity,small car,7,70,75,29,10,Elite
1024,BMW 530e,2.0,4.0,SemiAuto-8,4WD,Electricity,small car,7,66,68,28,10,Elite
1025,BMW 740e,2.0,4.0,SemiAuto-8,4WD,Electricity,large car,3,62,68,27,9,Yes
1026,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Gas,large car,5,18,28,16,4,No
1027,CHEVROLET Silverado 15,4.3,6.0,Auto-6,2WD,Gas,pickup,5,18,24,14,4,No
1028,CHEVROLET Silverado 15,4.3,6.0,Auto-6,4WD,Gas,pickup,5,17,22,13,3,No
1029,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Gas,pickup,3,16,23,14,3,No
1030,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,16,23,14,3,No
1031,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,16,22,12,3,No
1032,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,16,23,14,3,No
1033,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,16,22,13,3,No
1034,CHEVROLET Volt,1.5,4.0,CVT,2WD,Electricity,small car,3,113,99,42,10,Yes
1035,CHEVROLET Volt,1.5,4.0,CVT,2WD,Electricity,small car,7,113,99,42,10,Elite
1036,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Gas,large car,3,19,30,17,5,No
1037,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Gas,large car,3,18,27,16,4,No
1038,DODGE Charger,3.6,6.0,Auto-8,2WD,Gas,large car,3,19,30,17,5,No
1039,DODGE Charger,3.6,6.0,Auto-8,4WD,Gas,large car,3,18,27,16,4,No
1040,FORD Fusion Energi Plug-in Hybrid,2.0,4.0,CVT,2WD,Electricity,midsize car,7,102,91,42,10,Elite
1041,GMC Sierra 15,4.3,6.0,Auto-6,2WD,Gas,pickup,5,18,24,14,4,No
1042,GMC Sierra 15,4.3,6.0,Auto-6,4WD,Gas,pickup,5,17,22,13,3,No
1043,GMC Sierra 15,5.3,8.0,Auto-6,2WD,Gas,pickup,3,16,23,14,3,No
1044,GMC Yukon 1500,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,16,23,14,3,No
1045,GMC Yukon 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,16,22,13,3,No
1046,GMC Yukon 1500 XL,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,16,23,14,3,No
1047,GMC Yukon XL 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,16,22,12,3,No
1048,JEEP Cherokee,2.4,4.0,Auto-9,2WD,Gas,small SUV,3,21,30,18,5,No
1049,JEEP Cherokee,2.4,4.0,Auto-9,4WD,Gas,small SUV,3,21,28,17,5,No
1050,KARMA Revero,2.0,4.0,Auto-1,2WD,Electricity,small car,1,59,61,20,10,No
1051,MERCEDES-BENZ CLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Gas,small car,5,24,32,20,6,No
1052,MERCEDES-BENZ GLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Gas,small SUV,5,23,31,19,5,No
1053,MERCEDES-BENZ GLE350 4Matic,3.5,6.0,Auto-7,4WD,Gas,standard SUV,3,18,22,14,3,No
1054,MINI Cooper SE Countryman All4,1.5,3.0,SemiAuto-6,4WD,Electricity,midsize car,3,63,66,27,9,Yes
1055,TOYOTA Sequoia FFV,5.7,8.0,SemiAuto-6,4WD,Gas,standard SUV,5,13,17,10,1,No
1056,TOYOTA Tundra FFV,5.7,8.0,SemiAuto-6,4WD,Gas,pickup,5,13,17,10,2,No
1057,VOLVO S90,2.0,4.0,SemiAuto-8,4WD,Electricity,midsize car,7,70,72,29,10,Elite
1058,VOLVO XC 60,2.0,4.0,SemiAuto-8,4WD,Electricity,small SUV,7,60,58,26,10,Elite
1059,VOLVO XC 90,2.0,4.0,SemiAuto-8,4WD,Electricity,standard SUV,7,63,61,27,10,Elite
1060,BMW 330e,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,3,28,34,71,10,Yes
1061,BMW 530e,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7,27,31,72,10,Elite
1062,BMW 530e,2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,7,27,31,67,10,Elite
1063,BMW 740e,2.0,4.0,SemiAuto-8,4WD,Gasoline,large car,3,25,29,64,9,Yes
1064,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Ethanol,large car,5,14,20,22,4,No
1065,CHEVROLET Silverado 15,4.3,6.0,Auto-6,2WD,Ethanol,pickup,5,12,16,20,4,No
1066,CHEVROLET Silverado 15,4.3,6.0,Auto-6,4WD,Ethanol,pickup,5,12,15,19,3,No
1067,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Ethanol,pickup,3,12,17,19,3,No
1068,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,12,17,19,3,No
1069,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,11,15,18,3,No
1070,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,12,17,19,3,No
1071,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,11,16,18,3,No
1072,CHEVROLET Volt,1.5,4.0,CVT,2WD,Gasoline,small car,3,43,42,106,10,Yes
1073,CHEVROLET Volt,1.5,4.0,CVT,2WD,Gasoline,small car,7,43,42,106,10,Elite
1074,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Ethanol,large car,3,14,22,23,5,No
1075,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Ethanol,large car,3,13,20,21,4,No
1076,DODGE Charger,3.6,6.0,Auto-8,2WD,Ethanol,large car,3,14,22,23,5,No
1077,DODGE Charger,3.6,6.0,Auto-8,4WD,Ethanol,large car,3,13,20,21,4,No
1078,FORD Fusion Energi Plug-in Hybrid,2.0,4.0,CVT,2WD,Gasoline,midsize car,7,43,41,97,10,Elite
1079,GMC Sierra 15,4.3,6.0,Auto-6,2WD,Ethanol,pickup,5,12,16,20,4,No
1080,GMC Sierra 15,4.3,6.0,Auto-6,4WD,Ethanol,pickup,5,12,15,19,3,No
1081,GMC Sierra 15,5.3,8.0,Auto-6,2WD,Ethanol,pickup,3,12,17,19,3,No
1082,GMC Yukon 1500,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,12,17,19,3,No
1083,GMC Yukon 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,11,16,18,3,No
1084,GMC Yukon 1500 XL,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,12,17,19,3,No
1085,GMC Yukon XL 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,11,15,18,3,No
1086,JEEP Cherokee,2.4,4.0,Auto-9,2WD,Ethanol,small SUV,3,15,22,25,5,No
1087,JEEP Cherokee,2.4,4.0,Auto-9,4WD,Ethanol,small SUV,3,14,21,23,5,No
1088,KARMA Revero,2.0,4.0,Auto-1,2WD,Gasoline,small car,1,20,21,60,10,No
1089,MERCEDES-BENZ CLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Ethanol,small car,5,17,24,27,6,No
1090,MERCEDES-BENZ GLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Ethanol,small SUV,5,17,23,26,5,No
1091,MERCEDES-BENZ GLE350 4Matic,3.5,6.0,Auto-7,4WD,Ethanol,standard SUV,3,13,17,19,3,No
1092,MINI Cooper SE Countryman All4,1.5,3.0,SemiAuto-6,4WD,Gasoline,midsize car,3,28,27,65,9,Yes
1093,TOYOTA Sequoia FFV,5.7,8.0,SemiAuto-6,4WD,Ethanol,standard SUV,5,9,13,14,1,No
1094,TOYOTA Tundra FFV,5.7,8.0,SemiAuto-6,4WD,Ethanol,pickup,5,9,12,15,2,No
1095,VOLVO S90,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,7,26,33,71,10,Elite
1096,VOLVO XC 60,2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,7,26,28,59,10,Elite
1097,VOLVO XC 90,2.0,4.0,SemiAuto-8,4WD,Gasoline,standard SUV,7,26,30,62,10,Elite
1098,BMW 330e,2.0,4.0,SemiAuto-8,2WD,Electricity,small car,3,28,34,71,10,Yes
1099,BMW 530e,2.0,4.0,SemiAuto-8,2WD,Electricity,small car,7,27,31,72,10,Elite
1100,BMW 530e,2.0,4.0,SemiAuto-8,4WD,Electricity,small car,7,27,31,67,10,Elite
1101,BMW 740e,2.0,4.0,SemiAuto-8,4WD,Electricity,large car,3,25,29,64,9,Yes
1102,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Gas,large car,5,14,20,22,4,No
1103,CHEVROLET Silverado 15,4.3,6.0,Auto-6,2WD,Gas,pickup,5,12,16,20,4,No
1104,CHEVROLET Silverado 15,4.3,6.0,Auto-6,4WD,Gas,pickup,5,12,15,19,3,No
1105,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Gas,pickup,3,12,17,19,3,No
1106,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,12,17,19,3,No
1107,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,11,15,18,3,No
1108,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,12,17,19,3,No
1109,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,11,16,18,3,No
1110,CHEVROLET Volt,1.5,4.0,CVT,2WD,Electricity,small car,3,43,42,106,10,Yes
1111,CHEVROLET Volt,1.5,4.0,CVT,2WD,Electricity,small car,7,43,42,106,10,Elite
1112,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Gas,large car,3,14,22,23,5,No
1113,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Gas,large car,3,13,20,21,4,No
1114,DODGE Charger,3.6,6.0,Auto-8,2WD,Gas,large car,3,14,22,23,5,No
1115,DODGE Charger,3.6,6.0,Auto-8,4WD,Gas,large car,3,13,20,21,4,No
1116,FORD Fusion Energi Plug-in Hybrid,2.0,4.0,CVT,2WD,Electricity,midsize car,7,43,41,97,10,Elite
1117,GMC Sierra 15,4.3,6.0,Auto-6,2WD,Gas,pickup,5,12,16,20,4,No
1118,GMC Sierra 15,4.3,6.0,Auto-6,4WD,Gas,pickup,5,12,15,19,3,No
1119,GMC Sierra 15,5.3,8.0,Auto-6,2WD,Gas,pickup,3,12,17,19,3,No
1120,GMC Yukon 1500,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,12,17,19,3,No
1121,GMC Yukon 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,11,16,18,3,No
1122,GMC Yukon 1500 XL,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,12,17,19,3,No
1123,GMC Yukon XL 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,11,15,18,3,No
1124,JEEP Cherokee,2.4,4.0,Auto-9,2WD,Gas,small SUV,3,15,22,25,5,No
1125,JEEP Cherokee,2.4,4.0,Auto-9,4WD,Gas,small SUV,3,14,21,23,5,No
1126,KARMA Revero,2.0,4.0,Auto-1,2WD,Electricity,small car,1,20,21,60,10,No
1127,MERCEDES-BENZ CLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Gas,small car,5,17,24,27,6,No
1128,MERCEDES-BENZ GLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Gas,small SUV,5,17,23,26,5,No
1129,MERCEDES-BENZ GLE350 4Matic,3.5,6.0,Auto-7,4WD,Gas,standard SUV,3,13,17,19,3,No
1130,MINI Cooper SE Countryman All4,1.5,3.0,SemiAuto-6,4WD,Electricity,midsize car,3,28,27,65,9,Yes
1131,TOYOTA Sequoia FFV,5.7,8.0,SemiAuto-6,4WD,Gas,standard SUV,5,9,13,14,1,No
1132,TOYOTA Tundra FFV,5.7,8.0,SemiAuto-6,4WD,Gas,pickup,5,9,12,15,2,No
1133,VOLVO S90,2.0,4.0,SemiAuto-8,4WD,Electricity,midsize car,7,26,33,71,10,Elite
1134,VOLVO XC 60,2.0,4.0,SemiAuto-8,4WD,Electricity,small SUV,7,26,28,59,10,Elite
1135,VOLVO XC 90,2.0,4.0,SemiAuto-8,4WD,Electricity,standard SUV,7,26,30,62,10,Elite
1136,BMW 330e,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,3,66,34,71,10,Yes
1137,BMW 530e,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7,70,31,72,10,Elite
1138,BMW 530e,2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,7,66,31,67,10,Elite
1139,BMW 740e,2.0,4.0,SemiAuto-8,4WD,Gasoline,large car,3,62,29,64,9,Yes
1140,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Ethanol,large car,5,18,20,22,4,No
1141,CHEVROLET Silverado 15,4.3,6.0,Auto-6,2WD,Ethanol,pickup,5,18,16,20,4,No
1142,CHEVROLET Silverado 15,4.3,6.0,Auto-6,4WD,Ethanol,pickup,5,17,15,19,3,No
1143,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Ethanol,pickup,3,16,17,19,3,No
1144,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,16,17,19,3,No
1145,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,16,15,18,3,No
1146,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,16,17,19,3,No
1147,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,16,16,18,3,No
1148,CHEVROLET Volt,1.5,4.0,CVT,2WD,Gasoline,small car,3,113,42,106,10,Yes
1149,CHEVROLET Volt,1.5,4.0,CVT,2WD,Gasoline,small car,7,113,42,106,10,Elite
1150,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Ethanol,large car,3,19,22,23,5,No
1151,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Ethanol,large car,3,18,20,21,4,No
1152,DODGE Charger,3.6,6.0,Auto-8,2WD,Ethanol,large car,3,19,22,23,5,No
1153,DODGE Charger,3.6,6.0,Auto-8,4WD,Ethanol,large car,3,18,20,21,4,No
1154,FORD Fusion Energi Plug-in Hybrid,2.0,4.0,CVT,2WD,Gasoline,midsize car,7,102,41,97,10,Elite
1155,GMC Sierra 15,4.3,6.0,Auto-6,2WD,Ethanol,pickup,5,18,16,20,4,No
1156,GMC Sierra 15,4.3,6.0,Auto-6,4WD,Ethanol,pickup,5,17,15,19,3,No
1157,GMC Sierra 15,5.3,8.0,Auto-6,2WD,Ethanol,pickup,3,16,17,19,3,No
1158,GMC Yukon 1500,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,16,17,19,3,No
1159,GMC Yukon 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,16,16,18,3,No
1160,GMC Yukon 1500 XL,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,16,17,19,3,No
1161,GMC Yukon XL 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,16,15,18,3,No
1162,JEEP Cherokee,2.4,4.0,Auto-9,2WD,Ethanol,small SUV,3,21,22,25,5,No
1163,JEEP Cherokee,2.4,4.0,Auto-9,4WD,Ethanol,small SUV,3,21,21,23,5,No
1164,KARMA Revero,2.0,4.0,Auto-1,2WD,Gasoline,small car,1,59,21,60,10,No
1165,MERCEDES-BENZ CLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Ethanol,small car,5,24,24,27,6,No
1166,MERCEDES-BENZ GLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Ethanol,small SUV,5,23,23,26,5,No
1167,MERCEDES-BENZ GLE350 4Matic,3.5,6.0,Auto-7,4WD,Ethanol,standard SUV,3,18,17,19,3,No
1168,MINI Cooper SE Countryman All4,1.5,3.0,SemiAuto-6,4WD,Gasoline,midsize car,3,63,27,65,9,Yes
1169,TOYOTA Sequoia FFV,5.7,8.0,SemiAuto-6,4WD,Ethanol,standard SUV,5,13,13,14,1,No
1170,TOYOTA Tundra FFV,5.7,8.0,SemiAuto-6,4WD,Ethanol,pickup,5,13,12,15,2,No
1171,VOLVO S90,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,7,70,33,71,10,Elite
1172,VOLVO XC 60,2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,7,60,28,59,10,Elite
1173,VOLVO XC 90,2.0,4.0,SemiAuto-8,4WD,Gasoline,standard SUV,7,63,30,62,10,Elite
1174,BMW 330e,2.0,4.0,SemiAuto-8,2WD,Electricity,small car,3,66,34,71,10,Yes
1175,BMW 530e,2.0,4.0,SemiAuto-8,2WD,Electricity,small car,7,70,31,72,10,Elite
1176,BMW 530e,2.0,4.0,SemiAuto-8,4WD,Electricity,small car,7,66,31,67,10,Elite
1177,BMW 740e,2.0,4.0,SemiAuto-8,4WD,Electricity,large car,3,62,29,64,9,Yes
1178,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Gas,large car,5,18,20,22,4,No
1179,CHEVROLET Silverado 15,4.3,6.0,Auto-6,2WD,Gas,pickup,5,18,16,20,4,No
1180,CHEVROLET Silverado 15,4.3,6.0,Auto-6,4WD,Gas,pickup,5,17,15,19,3,No
1181,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Gas,pickup,3,16,17,19,3,No
1182,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,16,17,19,3,No
1183,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,16,15,18,3,No
1184,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,16,17,19,3,No
1185,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,16,16,18,3,No
1186,CHEVROLET Volt,1.5,4.0,CVT,2WD,Electricity,small car,3,113,42,106,10,Yes
1187,CHEVROLET Volt,1.5,4.0,CVT,2WD,Electricity,small car,7,113,42,106,10,Elite
1188,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Gas,large car,3,19,22,23,5,No
1189,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Gas,large car,3,18,20,21,4,No
1190,DODGE Charger,3.6,6.0,Auto-8,2WD,Gas,large car,3,19,22,23,5,No
1191,DODGE Charger,3.6,6.0,Auto-8,4WD,Gas,large car,3,18,20,21,4,No
1192,FORD Fusion Energi Plug-in Hybrid,2.0,4.0,CVT,2WD,Electricity,midsize car,7,102,41,97,10,Elite
1193,GMC Sierra 15,4.3,6.0,Auto-6,2WD,Gas,pickup,5,18,16,20,4,No
1194,GMC Sierra 15,4.3,6.0,Auto-6,4WD,Gas,pickup,5,17,15,19,3,No
1195,GMC Sierra 15,5.3,8.0,Auto-6,2WD,Gas,pickup,3,16,17,19,3,No
1196,GMC Yukon 1500,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,16,17,19,3,No
1197,GMC Yukon 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,16,16,18,3,No
1198,GMC Yukon 1500 XL,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,16,17,19,3,No
1199,GMC Yukon XL 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,16,15,18,3,No
1200,JEEP Cherokee,2.4,4.0,Auto-9,2WD,Gas,small SUV,3,21,22,25,5,No
1201,JEEP Cherokee,2.4,4.0,Auto-9,4WD,Gas,small SUV,3,21,21,23,5,No
1202,KARMA Revero,2.0,4.0,Auto-1,2WD,Electricity,small car,1,59,21,60,10,No
1203,MERCEDES-BENZ CLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Gas,small car,5,24,24,27,6,No
1204,MERCEDES-BENZ GLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Gas,small SUV,5,23,23,26,5,No
1205,MERCEDES-BENZ GLE350 4Matic,3.5,6.0,Auto-7,4WD,Gas,standard SUV,3,18,17,19,3,No
1206,MINI Cooper SE Countryman All4,1.5,3.0,SemiAuto-6,4WD,Electricity,midsize car,3,63,27,65,9,Yes
1207,TOYOTA Sequoia FFV,5.7,8.0,SemiAuto-6,4WD,Gas,standard SUV,5,13,13,14,1,No
1208,TOYOTA Tundra FFV,5.7,8.0,SemiAuto-6,4WD,Gas,pickup,5,13,12,15,2,No
1209,VOLVO S90,2.0,4.0,SemiAuto-8,4WD,Electricity,midsize car,7,70,33,71,10,Elite
1210,VOLVO XC 60,2.0,4.0,SemiAuto-8,4WD,Electricity,small SUV,7,60,28,59,10,Elite
1211,VOLVO XC 90,2.0,4.0,SemiAuto-8,4WD,Electricity,standard SUV,7,63,30,62,10,Elite
1212,BMW 330e,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,3,28,78,71,10,Yes
1213,BMW 530e,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7,27,75,72,10,Elite
1214,BMW 530e,2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,7,27,68,67,10,Elite
1215,BMW 740e,2.0,4.0,SemiAuto-8,4WD,Gasoline,large car,3,25,68,64,9,Yes
1216,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Ethanol,large car,5,14,28,22,4,No
1217,CHEVROLET Silverado 15,4.3,6.0,Auto-6,2WD,Ethanol,pickup,5,12,24,20,4,No
1218,CHEVROLET Silverado 15,4.3,6.0,Auto-6,4WD,Ethanol,pickup,5,12,22,19,3,No
1219,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Ethanol,pickup,3,12,23,19,3,No
1220,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,12,23,19,3,No
1221,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,11,22,18,3,No
1222,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,12,23,19,3,No
1223,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,11,22,18,3,No
1224,CHEVROLET Volt,1.5,4.0,CVT,2WD,Gasoline,small car,3,43,99,106,10,Yes
1225,CHEVROLET Volt,1.5,4.0,CVT,2WD,Gasoline,small car,7,43,99,106,10,Elite
1226,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Ethanol,large car,3,14,30,23,5,No
1227,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Ethanol,large car,3,13,27,21,4,No
1228,DODGE Charger,3.6,6.0,Auto-8,2WD,Ethanol,large car,3,14,30,23,5,No
1229,DODGE Charger,3.6,6.0,Auto-8,4WD,Ethanol,large car,3,13,27,21,4,No
1230,FORD Fusion Energi Plug-in Hybrid,2.0,4.0,CVT,2WD,Gasoline,midsize car,7,43,91,97,10,Elite
1231,GMC Sierra 15,4.3,6.0,Auto-6,2WD,Ethanol,pickup,5,12,24,20,4,No
1232,GMC Sierra 15,4.3,6.0,Auto-6,4WD,Ethanol,pickup,5,12,22,19,3,No
1233,GMC Sierra 15,5.3,8.0,Auto-6,2WD,Ethanol,pickup,3,12,23,19,3,No
1234,GMC Yukon 1500,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,12,23,19,3,No
1235,GMC Yukon 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,11,22,18,3,No
1236,GMC Yukon 1500 XL,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,12,23,19,3,No
1237,GMC Yukon XL 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,11,22,18,3,No
1238,JEEP Cherokee,2.4,4.0,Auto-9,2WD,Ethanol,small SUV,3,15,30,25,5,No
1239,JEEP Cherokee,2.4,4.0,Auto-9,4WD,Ethanol,small SUV,3,14,28,23,5,No
1240,KARMA Revero,2.0,4.0,Auto-1,2WD,Gasoline,small car,1,20,61,60,10,No
1241,MERCEDES-BENZ CLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Ethanol,small car,5,17,32,27,6,No
1242,MERCEDES-BENZ GLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Ethanol,small SUV,5,17,31,26,5,No
1243,MERCEDES-BENZ GLE350 4Matic,3.5,6.0,Auto-7,4WD,Ethanol,standard SUV,3,13,22,19,3,No
1244,MINI Cooper SE Countryman All4,1.5,3.0,SemiAuto-6,4WD,Gasoline,midsize car,3,28,66,65,9,Yes
1245,TOYOTA Sequoia FFV,5.7,8.0,SemiAuto-6,4WD,Ethanol,standard SUV,5,9,17,14,1,No
1246,TOYOTA Tundra FFV,5.7,8.0,SemiAuto-6,4WD,Ethanol,pickup,5,9,17,15,2,No
1247,VOLVO S90,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,7,26,72,71,10,Elite
1248,VOLVO XC 60,2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,7,26,58,59,10,Elite
1249,VOLVO XC 90,2.0,4.0,SemiAuto-8,4WD,Gasoline,standard SUV,7,26,61,62,10,Elite
